순번,시험명,시험구분,회차,시험일,시험시작시간,접수시작일,접수마감일,시험장소,합격자발표일,시험유형
302,ADP(국가공인 데이터분석 전문가),일반검정,6,2016-02-20,13:00:00,2015-12-28,2016-02-07,제6회 ADP: (서울) 동국대학교 문화관 3층,2016-03-22,필기
303,ADsP(국가공인 데이터분석 준전문가),일반검정,8,2016-02-20,13:00:00,2015-12-28,2016-02-05,"제8회 ADsP: (대전) 충남대학교 공과대학 2호관 258A, 258B",2016-03-22,필기
304,ADsP(국가공인 데이터분석 준전문가),일반검정,8,2016-02-20,13:00:00,2015-12-28,2016-02-05,제8회 ADsP: (대구) 동대구역 회의실 102호,2016-03-22,필기
305,ADsP(국가공인 데이터분석 준전문가),일반검정,8,2016-02-20,13:00:00,2015-12-28,2016-02-05,제8회 ADsP: (광주) 고사장폐쇄,2016-03-22,필기
306,ADsP(국가공인 데이터분석 준전문가),일반검정,8,2016-02-20,13:00:00,2015-12-28,2016-02-05,제8회 ADsP: (전북-전주) 고사장폐쇄,2016-03-22,필기
307,ADsP(국가공인 데이터분석 준전문가),일반검정,8,2016-02-20,13:00:00,2015-12-28,2016-02-05,제8회 ADsP: (부산) 경성대학교 중앙도서관 10층,2016-03-22,필기
308,ADsP(국가공인 데이터분석 준전문가),일반검정,8,2016-02-20,13:00:00,2015-12-28,2016-02-05,"제8회 ADsP: (서울) 동국대학교 문화관 3, 4층",2016-03-22,필기
309,SQLP(국가공인 SQL 전문가),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,제20회 SQLP: (대전) 충남대학교 공과대학 2호관 258A,2016-04-05,필기
310,SQLP(국가공인 SQL 전문가),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,제20회 SQLP: (서울) 동국대학교 문화관 3층,2016-04-05,필기
311,SQLP(국가공인 SQL 전문가),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,제20회 SQLP: (광주) 고사장 폐쇄,2016-04-05,필기
312,SQLP(국가공인 SQL 전문가),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,제20회 SQLP: (대구) 동대구역 회의실 102호,2016-04-05,필기
313,SQLP(국가공인 SQL 전문가),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,제20회 SQLP: (부산) 경성대학교 중앙도서관,2016-04-05,필기
314,SQLD(국가공인 SQL 개발자),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,제20회 SQLD: (부산) 경성대학교 중앙도서관,2016-04-05,필기
315,SQLD(국가공인 SQL 개발자),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,"제20회 SQLD: (대전) 충남대학교 공과대학 2호관 258A, 258B",2016-04-05,필기
316,SQLD(국가공인 SQL 개발자),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,제20회 SQLD: (광주) 고사장 폐쇄,2016-04-05,필기
317,SQLD(국가공인 SQL 개발자),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,제20회 SQLD: (대구) 동대구역 회의실 102호,2016-04-05,필기
318,SQLD(국가공인 SQL 개발자),일반검정,20,2016-03-05,13:00:00,2015-12-28,2016-02-22,"제20회 SQLD: (서울) 동국대학교 문화관 3,4층",2016-04-05,필기
319,DAP(국가공인 데이터아키텍처 전문가),일반검정,31,2016-03-26,13:00:00,2015-12-28,2016-03-14,제31회 DAP: (부산) 경성대학교 중앙도서관 12층,2016-04-26,필기
320,DAP(국가공인 데이터아키텍처 전문가),일반검정,31,2016-03-26,13:00:00,2015-12-28,2016-03-14,제31회 DAP: (광주) 고사장 폐쇄,2016-04-26,필기
321,DAP(국가공인 데이터아키텍처 전문가),일반검정,31,2016-03-26,13:00:00,2015-12-28,2016-03-14,제31회 DAP: (대전) 충남대학교 공과대학 2호관 258A,2016-04-26,필기
322,DAP(국가공인 데이터아키텍처 전문가),일반검정,31,2016-03-26,13:00:00,2015-12-28,2016-03-14,제31회 DAP: (서울) 동국대학교 문화관 3층,2016-04-26,필기
323,DAsP(데이터아키텍처 준전문가),일반검정,26,2016-03-26,13:00:00,2015-12-28,2016-03-14,제26회 DAsP: (대전) 충남대학교 공과대학 2호관 258A,2016-04-26,필기
324,DAsP(데이터아키텍처 준전문가),일반검정,26,2016-03-26,13:00:00,2015-12-28,2016-03-14,제26회 DAsP: (부산) 경성대학교 중앙도서관 12층,2016-04-26,필기
325,DAsP(데이터아키텍처 준전문가),일반검정,26,2016-03-26,13:00:00,2015-12-28,2016-03-14,제26회 DAsP: (서울) 동국대학교 문화관 3층,2016-04-26,필기
326,DAsP(데이터아키텍처 준전문가),일반검정,26,2016-03-26,13:00:00,2015-12-28,2016-03-14,제26회 DAsP: (광주) 고사장 폐쇄,2016-04-26,필기
327,ADP(국가공인 데이터분석 전문가),일반검정,6,2016-04-30,13:00:00,2016-02-22,2016-04-18,제6회 ADP 실기: (서울) 한국데이터베이스진흥원,2016-05-31,실기
328,ADsP(국가공인 데이터분석 준전문가),일반검정,9,2016-05-28,13:00:00,2016-02-22,2016-05-16,제9회 ADsP: (전북-전주) 폐쇄,2016-06-28,필기
329,ADsP(국가공인 데이터분석 준전문가),일반검정,9,2016-05-28,13:00:00,2016-02-22,2016-05-16,제9회 ADsP: (대전) 충남대 공과대학 2호관 258A,2016-06-28,필기
330,ADsP(국가공인 데이터분석 준전문가),일반검정,9,2016-05-28,13:00:00,2016-02-22,2016-05-16,제9회 ADsP: (광주) 폐쇄,2016-06-28,필기
331,ADsP(국가공인 데이터분석 준전문가),일반검정,9,2016-05-28,13:00:00,2016-02-22,2016-05-16,제9회 ADsP: (대구) KTX 동대구역 회의실 103호,2016-06-28,필기
332,ADsP(국가공인 데이터분석 준전문가),일반검정,9,2016-05-28,13:00:00,2016-02-22,2016-05-16,제9회 ADsP: (부산) 경성대학교 중앙도서관 12층,2016-06-28,필기
333,ADsP(국가공인 데이터분석 준전문가),일반검정,9,2016-05-28,13:00:00,2016-02-22,2016-05-16,제9회 ADsP: (서울) 동국대학교 문화관 3층,2016-06-28,필기
334,SQLP(국가공인 SQL 전문가),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,제21회 SQLP: (대전) 충남대학교 공과대학 2호관 258A,2016-07-05,필기
335,SQLP(국가공인 SQL 전문가),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,제21회 SQLP: (대구) 영남이공대학교 컴퓨터정보관 2층 121호,2016-07-05,필기
336,SQLP(국가공인 SQL 전문가),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,제21회 SQLP: (광주) 폐쇄,2016-07-05,필기
337,SQLP(국가공인 SQL 전문가),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,제21회 SQLP: (부산) 경성대학교 중앙도서관 12층 1201호,2016-07-05,필기
338,SQLP(국가공인 SQL 전문가),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,제21회 SQLP: (서울) 동국대학교 문화관 3층,2016-07-05,필기
339,SQLD(국가공인 SQL 개발자),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,제21회 SQLD: (광주) 폐쇄,2016-07-05,필기
340,SQLD(국가공인 SQL 개발자),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,제21회 SQLD: (부산) 경성대학교 중앙도서관 12층 1201호,2016-07-05,필기
341,SQLD(국가공인 SQL 개발자),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,제21회 SQLD: (대구) 영남이공대학교 컴퓨터정보관 2층 121호,2016-07-05,필기
342,SQLD(국가공인 SQL 개발자),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,제21회 SQLD: (대전) 충남대학교 공과대학 2호관 258A,2016-07-05,필기
343,SQLD(국가공인 SQL 개발자),일반검정,21,2016-06-04,13:00:00,2016-03-07,2016-05-23,"제21회 SQLD: (서울) 동국대학교 문화관 3,4층",2016-07-05,필기
344,DAP(국가공인 데이터아키텍처 전문가),일반검정,32,2016-06-11,13:00:00,2016-03-28,2016-05-30,제32회 DAP: (부산) 경성대학교 중앙도서관 1201호,2016-07-12,필기
345,DAP(국가공인 데이터아키텍처 전문가),일반검정,32,2016-06-11,13:00:00,2016-03-28,2016-05-30,제32회 DAP: (대구) 폐쇄,2016-07-12,필기
346,DAP(국가공인 데이터아키텍처 전문가),일반검정,32,2016-06-11,13:00:00,2016-03-28,2016-05-30,제32회 DAP: (대전) 충남대 공과대학 2호관(E2) 258A,2016-07-12,필기
347,DAP(국가공인 데이터아키텍처 전문가),일반검정,32,2016-06-11,13:00:00,2016-03-28,2016-05-30,제32회 DAP: (서울) 동국대학교 경영관 3층,2016-07-12,필기
348,DAsP(데이터아키텍처 준전문가),일반검정,27,2016-06-11,13:00:00,2016-03-28,2016-05-30,제27회 DAsP: (서울) 동국대학교 경영관 3층,2016-07-12,필기
349,DAsP(데이터아키텍처 준전문가),일반검정,27,2016-06-11,13:00:00,2016-03-28,2016-05-30,제27회 DAsP: (부산) 경성대학교 중앙도서관 1201호,2016-07-12,필기
350,DAsP(데이터아키텍처 준전문가),일반검정,27,2016-06-11,13:00:00,2016-03-28,2016-05-30,제27회 DAsP: (대구) 폐쇄,2016-07-12,필기
351,DAsP(데이터아키텍처 준전문가),일반검정,27,2016-06-11,13:00:00,2016-03-28,2016-05-30,제27회 DAsP: (대전) 충남대 공과대학 2호관(E2) 258A,2016-07-12,필기
352,ADP(국가공인 데이터분석 전문가),일반검정,7,2016-08-27,13:00:00,2016-02-22,2016-08-16,제7회 ADP: (울산) 울산과학대 서부캠퍼스 대학회관 SC-404,2016-09-27,필기
353,ADP(국가공인 데이터분석 전문가),일반검정,7,2016-08-27,13:00:00,2016-02-22,2016-08-16,제7회 ADP: (전북-전주) 전주대학교 자유관 301호,2016-09-27,필기
354,ADP(국가공인 데이터분석 전문가),일반검정,7,2016-08-27,13:00:00,2016-02-22,2016-08-16,"제7회 ADP: (대전) 충남대학교 공과대학 2호관 258A, B, C",2016-09-27,필기
355,ADP(국가공인 데이터분석 전문가),일반검정,7,2016-08-27,13:00:00,2016-02-22,2016-08-16,제7회 ADP: (광주) 김대중컨벤션센터 302-303호,2016-09-27,필기
356,ADP(국가공인 데이터분석 전문가),일반검정,7,2016-08-27,13:00:00,2016-02-22,2016-08-16,"제7회 ADP: (대구) KTX 동대구역 회의실 102호, 103호",2016-09-27,필기
357,ADP(국가공인 데이터분석 전문가),일반검정,7,2016-08-27,13:00:00,2016-02-22,2016-08-16,"제7회 ADP: (부산) 경성대학교 정보관(26호관) B109, B110",2016-09-27,필기
358,ADP(국가공인 데이터분석 전문가),일반검정,7,2016-08-27,13:00:00,2016-02-22,2016-08-16,제7회 ADP: (서울) 동국대학교 문화관 3층,2016-09-27,필기
359,ADsP(국가공인 데이터분석 준전문가),일반검정,10,2016-08-27,13:00:00,2016-05-30,2016-08-16,제10회 ADsP: (울산) 울산과학대 서부캠퍼스 대학회관 SC-404,2016-09-27,필기
360,ADsP(국가공인 데이터분석 준전문가),일반검정,10,2016-08-27,13:00:00,2016-05-30,2016-08-16,제10회 ADsP: (전북-전주) 전주대학교 자유관 301호,2016-09-27,필기
361,ADsP(국가공인 데이터분석 준전문가),일반검정,10,2016-08-27,13:00:00,2016-05-30,2016-08-16,제10회 ADsP: (광주) 김대중컨벤션센터 302-303호,2016-09-27,필기
362,ADsP(국가공인 데이터분석 준전문가),일반검정,10,2016-08-27,13:00:00,2016-05-30,2016-08-16,"제10회 ADsP: (부산) 경성대학교 정보관(26호관) B109, B110",2016-09-27,필기
363,ADsP(국가공인 데이터분석 준전문가),일반검정,10,2016-08-27,13:00:00,2016-05-30,2016-08-16,"제10회 ADsP: (대구) KTX 동대구역 회의실 102호, 103호",2016-09-27,필기
364,ADsP(국가공인 데이터분석 준전문가),일반검정,10,2016-08-27,13:00:00,2016-05-30,2016-08-16,"제10회 ADsP: (대전) 충남대학교 공과대학 2호관 258A, B, C",2016-09-27,필기
365,ADsP(국가공인 데이터분석 준전문가),일반검정,10,2016-08-27,13:00:00,2016-05-30,2016-08-16,"제10회 ADsP: (서울) 동국대학교 문화관 3,4층",2016-09-27,필기
366,ADsP(국가공인 데이터분석 준전문가),전환검정,1,2016-08-27,13:00:00,2016-06-13,2016-08-15,제1회차 ADsP 전환검정: (전북-전주) 전주대학교 자유관 301호,2016-09-27,필기
367,ADsP(국가공인 데이터분석 준전문가),전환검정,1,2016-08-27,13:00:00,2016-06-13,2016-08-15,"제1회차 ADsP 전환검정: (대전) 충남대학교 공과대학 2호관 258A, B, C",2016-09-27,필기
368,ADsP(국가공인 데이터분석 준전문가),전환검정,1,2016-08-27,13:00:00,2016-06-13,2016-08-15,제1회차 ADsP 전환검정: (광주) 김대중컨벤션센터 302-303호,2016-09-27,필기
369,ADsP(국가공인 데이터분석 준전문가),전환검정,1,2016-08-27,13:00:00,2016-06-13,2016-08-15,"제1회차 ADsP 전환검정: (대구) KTX 동대구역 회의실 102호, 103호",2016-09-27,필기
370,ADsP(국가공인 데이터분석 준전문가),전환검정,1,2016-08-27,13:00:00,2016-06-13,2016-08-15,"제1회차 ADsP 전환검정: (부산) 경성대학교 정보관(26호관) B109, B110",2016-09-27,필기
371,ADsP(국가공인 데이터분석 준전문가),전환검정,1,2016-08-27,13:00:00,2016-06-13,2016-08-15,제1회차 ADsP 전환검정: (서울) 동국대학교 문화관 2층,2016-09-27,필기
372,SQLP(국가공인 SQL 전문가),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,제22회 SQLP: (서울) 동국대학교 문화관 2층,2016-10-11,필기
373,SQLP(국가공인 SQL 전문가),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,제22회 SQLP: (광주) 폐쇄,2016-10-11,필기
374,SQLP(국가공인 SQL 전문가),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,"제22회 SQLP: (대전) 충남대학교 공과대학 2호관 258A, B",2016-10-11,필기
375,SQLP(국가공인 SQL 전문가),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,제22회 SQLP: (대구) 영남이공대학교 컴퓨터정보관 2층 121호,2016-10-11,필기
376,SQLP(국가공인 SQL 전문가),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,"제22회 SQLP: (부산) 경성대학교 정보관(26호관) B109, B110",2016-10-11,필기
377,SQLD(국가공인 SQL 개발자),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,"제22회 SQLD: (대전) 충남대학교 공과대학 2호관 258A, B",2016-10-11,필기
378,SQLD(국가공인 SQL 개발자),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,제22회 SQLD: (대구) 영남이공대학교 컴퓨터정보관 2층 121호,2016-10-11,필기
379,SQLD(국가공인 SQL 개발자),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,제22회 SQLD: (광주) 폐쇄,2016-10-11,필기
380,SQLD(국가공인 SQL 개발자),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,"제22회 SQLD: (부산) 경성대학교 정보관(26호관) B109, B110",2016-10-11,필기
381,SQLD(국가공인 SQL 개발자),일반검정,22,2016-09-10,13:00:00,2016-06-07,2016-08-29,"제22회 SQLD: (서울) 동국대학교 문화관 3,4층",2016-10-11,필기
382,DAP(국가공인 데이터아키텍처 전문가),일반검정,33,2016-10-08,13:00:00,2016-06-13,2016-09-26,제33회 DAP: (부산) 경성대학교 정보관(26호관) B110,2016-11-08,필기
383,DAP(국가공인 데이터아키텍처 전문가),일반검정,33,2016-10-08,13:00:00,2016-06-13,2016-09-26,제33회 DAP: (대전) 충남대학교 공과대학 2호관 258A,2016-11-08,필기
384,DAP(국가공인 데이터아키텍처 전문가),일반검정,33,2016-10-08,13:00:00,2016-06-13,2016-09-26,"제33회 DAP: (서울) 건국대학교 인문학관(문과대학) 2, 3층",2016-11-08,필기
385,DAsP(데이터아키텍처 준전문가),일반검정,28,2016-10-08,13:00:00,2016-06-13,2016-09-26,제28회 DAsP: (대전) 충남대학교 공과대학 2호관 258A,2016-11-08,필기
386,DAsP(데이터아키텍처 준전문가),일반검정,28,2016-10-08,13:00:00,2016-06-13,2016-09-26,"제28회 DAsP: (서울) 건국대학교 인문학관(문과대학) 2, 3층",2016-11-08,필기
387,DAsP(데이터아키텍처 준전문가),일반검정,28,2016-10-08,13:00:00,2016-06-13,2016-09-26,제28회 DAsP: (부산) 경성대학교 정보관(26호관) B110,2016-11-08,필기
388,ADP(국가공인 데이터분석 전문가),일반검정,7,2016-10-29,13:00:00,2016-05-02,2016-10-17,제7회 ADP 실기: (서울) 한국데이터진흥원,2016-11-29,실기
389,ADP(국가공인 데이터분석 전문가),전환검정,1,2016-10-29,13:00:00,2016-06-13,2016-10-17,제1회차 ADP 전환검정: (서울) 한국데이터진흥원,2016-11-29,실기
390,ADsP(국가공인 데이터분석 준전문가),일반검정,11,2016-11-26,13:00:00,2016-08-29,2016-11-14,제11회 ADsP: (경북-경산) 경일대학교 산학협력관(25호관) 501호,2016-12-27,필기
391,ADsP(국가공인 데이터분석 준전문가),일반검정,11,2016-11-26,13:00:00,2016-08-29,2016-11-14,제11회 ADsP: (전북-전주) 전북창조경제혁신센터 2층 교육장,2016-12-27,필기
392,ADsP(국가공인 데이터분석 준전문가),일반검정,11,2016-11-26,13:00:00,2016-08-29,2016-11-14,제11회 ADsP: (광주) 김대중컨벤션센터 중소회의실 214호,2016-12-27,필기
393,ADsP(국가공인 데이터분석 준전문가),일반검정,11,2016-11-26,13:00:00,2016-08-29,2016-11-14,"제11회 ADsP: (부산) 부산디자인센터 3층, 4층",2016-12-27,필기
394,ADsP(국가공인 데이터분석 준전문가),일반검정,11,2016-11-26,13:00:00,2016-08-29,2016-11-14,"제11회 ADsP: (대구) 영남이공대학교 컴퓨터정보관 2층 121호, 122호",2016-12-27,필기
395,ADsP(국가공인 데이터분석 준전문가),일반검정,11,2016-11-26,13:00:00,2016-08-29,2016-11-14,"제11회 ADsP: (대전) 충남대학교 공과대학 2호관 258A, B, C",2016-12-27,필기
396,ADsP(국가공인 데이터분석 준전문가),일반검정,11,2016-11-26,13:00:00,2016-08-29,2016-11-14,제11회 ADsP: (서울) 건국대학교 생명과학관 강의동(수험번호0110316까지) / 동물생명과학관(수험번호0110317부터),2016-12-27,필기
397,ADsP(국가공인 데이터분석 준전문가),전환검정,2,2016-11-26,13:00:00,2016-09-28,2016-11-14,제2회차 ADsP 전환검정: (전북-전주) 전북창조경제혁신센터 2층 교육장,2016-12-27,필기
398,ADsP(국가공인 데이터분석 준전문가),전환검정,2,2016-11-26,13:00:00,2016-09-28,2016-11-14,제2회차 ADsP 전환검정: (광주) 김대중컨벤션센터 중소회의실 214호,2016-12-27,필기
399,ADsP(국가공인 데이터분석 준전문가),전환검정,2,2016-11-26,13:00:00,2016-09-28,2016-11-14,"제2회차 ADsP 전환검정: (부산) 부산디자인센터 3층, 4층",2016-12-27,필기
400,ADsP(국가공인 데이터분석 준전문가),전환검정,2,2016-11-26,13:00:00,2016-09-28,2016-11-14,"제2회차 ADsP 전환검정: (대구) 영남이공대학교 컴퓨터정보관 2층 121호, 122호",2016-12-27,필기
401,ADsP(국가공인 데이터분석 준전문가),전환검정,2,2016-11-26,13:00:00,2016-09-28,2016-11-14,"제2회차 ADsP 전환검정: (대전) 충남대학교 공과대학 2호관 258A, B, C",2016-12-27,필기
402,ADsP(국가공인 데이터분석 준전문가),전환검정,2,2016-11-26,13:00:00,2016-09-28,2016-11-14,제2회차 ADsP 전환검정: (서울) 건국대학교 생명과학관 생명환경과학대학 강의동 3층,2016-12-27,필기
403,SQLD(국가공인 SQL 개발자),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLD : (제주) 폐쇄,2017-01-03,필기
404,SQLD(국가공인 SQL 개발자),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLD: (광주) 폐쇄,2017-01-03,필기
405,SQLD(국가공인 SQL 개발자),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLD: (부산) 경성대학교 정보관(26호관) B109,2017-01-03,필기
406,SQLD(국가공인 SQL 개발자),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLD: (대구) 영남이공대학교 컴퓨터정보관 2층 121호,2017-01-03,필기
407,SQLD(국가공인 SQL 개발자),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLD: (대전) 충남대 백마교양교육관(W10),2017-01-03,필기
408,SQLD(국가공인 SQL 개발자),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,"제23회 SQLD: (서울) 동국대학교 문화관 3,4층",2017-01-03,필기
409,SQLP(국가공인 SQL 전문가),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLP: (광주) 폐쇄,2017-01-03,필기
410,SQLP(국가공인 SQL 전문가),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLP: (부산) 경성대학교 정보관(26호관) B109,2017-01-03,필기
411,SQLP(국가공인 SQL 전문가),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLP: (대구) 영남이공대학교 컴퓨터정보관 2층 121호,2017-01-03,필기
412,SQLP(국가공인 SQL 전문가),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLP: (대전) 충남대 백마교양교육관(W10),2017-01-03,필기
413,SQLP(국가공인 SQL 전문가),일반검정,23,2016-12-03,13:00:00,2016-09-12,2016-11-21,제23회 SQLP: (서울) 동국대학교 문화관 3층,2017-01-03,필기
414,DAP(국가공인 데이터아키텍처 전문가),일반검정,34,2016-12-10,13:00:00,2016-10-10,2016-11-28,제34회 DAP: (부산) 경성대학교 정보관(26호관) B109,2017-01-10,필기
415,DAP(국가공인 데이터아키텍처 전문가),일반검정,34,2016-12-10,13:00:00,2016-10-10,2016-11-28,제34회 DAP: (대전) 충남대학교 공과대학 2호관 258A,2017-01-10,필기
416,DAP(국가공인 데이터아키텍처 전문가),일반검정,34,2016-12-10,13:00:00,2016-10-10,2016-11-28,제34회 DAP: (서울) 동국대학교 문화관 3층,2017-01-10,필기
417,DAsP(데이터아키텍처 준전문가),일반검정,29,2016-12-10,13:00:00,2016-10-10,2016-11-28,제29회 DAsP: (서울) 동국대학교 문화관 3층,2017-01-10,필기
418,DAP(국가공인 데이터아키텍처 전문가),일반검정,29,2016-12-10,13:00:00,2016-10-10,2016-11-28,제29회 DAP: (부산) 경성대학교 정보관(26호관) B109,2017-01-10,필기
419,DAP(국가공인 데이터아키텍처 전문가),일반검정,29,2016-12-10,13:00:00,2016-10-10,2016-11-28,제29회 DAP : (대전) 충남대학교 공과대학 2호관 258A,2017-01-10,필기
420,ADP(국가공인 데이터분석 전문가),일반검정,8,2017-03-04,13:00:00,2017-01-01,2017-02-20,제8회 ADP : (광주) 김대중컨벤션센터 중소회의실 211호,2017-04-04,필기
421,ADP(국가공인 데이터분석 전문가),일반검정,8,2017-03-04,13:00:00,2017-01-01,2017-02-20,제8회 ADP : (부산) 경성대학교 건학기념관(30호관) 7층,2017-04-04,필기
422,ADP(국가공인 데이터분석 전문가),일반검정,8,2017-03-04,13:00:00,2017-01-01,2017-02-20,제8회 ADP : (대구) 경북대학교 IT융합산업빌딩 2층,2017-04-04,필기
423,ADP(국가공인 데이터분석 전문가),일반검정,8,2017-03-04,13:00:00,2017-01-01,2017-02-20,"제8회 ADP : (대전) 충남대학교 공과대학 2호관 258A, B",2017-04-04,필기
424,ADP(국가공인 데이터분석 전문가),일반검정,8,2017-03-04,13:00:00,2017-01-01,2017-02-20,제8회 ADP : (서울) 동국대학교 문화관 2층,2017-04-04,필기
425,ADsP(국가공인 데이터분석 준전문가),일반검정,12,2017-03-04,13:00:00,2017-01-01,2017-02-20,제12회 ADsP : (부산) 경성대학교 건학기념관(30호관) 7층,2017-04-04,필기
426,ADsP(국가공인 데이터분석 준전문가),일반검정,12,2017-03-04,13:00:00,2017-01-01,2017-02-20,제12회 ADsP : (광주) 김대중컨벤션센터 중소회의실 211호,2017-04-04,필기
427,ADsP(국가공인 데이터분석 준전문가),일반검정,12,2017-03-04,13:00:00,2017-01-01,2017-02-20,제12회 ADsP : (대구) 경북대학교 IT융합산업빌딩 2층,2017-04-04,필기
428,ADsP(국가공인 데이터분석 준전문가),일반검정,12,2017-03-04,13:00:00,2017-01-01,2017-02-20,"제12회 ADsP : (대전) 충남대학교 공과대학 2호관 258A, B",2017-04-04,필기
429,ADsP(국가공인 데이터분석 준전문가),일반검정,12,2017-03-04,13:00:00,2017-01-01,2017-02-20,"제12회 ADsP : (서울) 동국대학교 문화관 3,4층",2017-04-04,필기
430,ADsP(국가공인 데이터분석 준전문가),전환검정,3,2017-03-04,13:00:00,2017-02-22,2017-02-22,제3차 ADsP 전환검정: (광주) 김대중컨벤션센터 중소회의실 211호,2017-04-04,필기
431,ADsP(국가공인 데이터분석 준전문가),전환검정,3,2017-03-04,13:00:00,2017-02-22,2017-02-22,제3회차 ADsP 전환검정 : (부산) 경성대학교 건학기념관(30호관) 7층,2017-04-04,필기
432,ADsP(국가공인 데이터분석 준전문가),전환검정,3,2017-03-04,13:00:00,2017-02-22,2017-02-22,제3회차 ADsP 전환검정 : (대구) 경북대학교 IT융합산업빌딩 2층,2017-04-04,필기
433,ADsP(국가공인 데이터분석 준전문가),전환검정,3,2017-03-04,13:00:00,2017-02-22,2017-02-22,"제3회차 ADsP 전환검정 : (대전) 충남대학교 공과대학 2호관 258A, B",2017-04-04,필기
434,ADsP(국가공인 데이터분석 준전문가),전환검정,3,2017-03-04,13:00:00,2017-02-22,2017-02-22,제3회차 ADsP 전환검정 : (서울) 동국대학교 문화관 3층,2017-04-04,필기
435,SQLP(국가공인 SQL 전문가),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,제24회 SQLP : (서울) 동국대학교 문화관 2층,2017-04-18,필기
436,SQLP(국가공인 SQL 전문가),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,제24회 SQLP : (대전) 충남대학교 공과대학 2호관 258A,2017-04-18,필기
437,SQLP(국가공인 SQL 전문가),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,제24회 SQLP : (광주) 김대중컨벤션센터 중소회의실 208호,2017-04-18,필기
438,SQLP(국가공인 SQL 전문가),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,제24회 SQLP : (부산) 경성대학교 건학기념관(30호관) 401호,2017-04-18,필기
439,SQLP(국가공인 SQL 전문가),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,제24회 SQLP : (대구) KTX 동대구역 회의실 103호,2017-04-18,필기
440,SQLD(국가공인 SQL 개발자),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,제24회 SQLD : (광주) 김대중컨벤션센터 중소회의실 208호,2017-04-18,필기
441,SQLD(국가공인 SQL 개발자),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,"제24회 SQLD : (부산) 경성대학교 건학기념관(30호관) 401호, 402호",2017-04-18,필기
442,SQLD(국가공인 SQL 개발자),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,"제24회 SQLD : (대구) KTX 동대구역 회의실 103호, 104호",2017-04-18,필기
443,SQLD(국가공인 SQL 개발자),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,제24회 SQLD : (대전) 충남대학교 공과대학 2호관 258A~D,2017-04-18,필기
444,SQLD(국가공인 SQL 개발자),일반검정,24,2017-03-18,13:00:00,2017-01-01,2017-03-06,"제24회 SQLD : (서울) 동국대학교 문화관 2, 3, 4층",2017-04-18,필기
